# Add translations for curated AOI names. Only EEZ and IHO rows are included; USER and MPA names are intentionally excluded.
# All seeded locale cells are filled for curated rows; the migration still skips any future intentionally blank cell.
# locale: {"code":"en","english_name":"English","native_name":"English","text_direction":"ltr","fallback_code":null,"is_default":true,"is_active":true,"notes":"Canonical source language stored in base vocabulary tables."}
# locale: {"code":"es","english_name":"Spanish","native_name":"Español","text_direction":"ltr","fallback_code":"en","is_default":false,"is_active":true,"notes":"Initial Cerulean translation roster."}
# locale: {"code":"fr","english_name":"French","native_name":"Français","text_direction":"ltr","fallback_code":"en","is_default":false,"is_active":true,"notes":"Initial Cerulean translation roster."}
# locale: {"code":"pt","english_name":"Portuguese","native_name":"Português","text_direction":"ltr","fallback_code":"en","is_default":false,"is_active":true,"notes":"Initial Cerulean translation roster."}
# locale: {"code":"pt-br","english_name":"Brazilian Portuguese","native_name":"Português (Brasil)","text_direction":"ltr","fallback_code":"pt","is_default":false,"is_active":true,"notes":"Brazilian Portuguese locale seeded alongside generic Portuguese."}
# locale: {"code":"id","english_name":"Indonesian","native_name":"Bahasa Indonesia","text_direction":"ltr","fallback_code":"en","is_default":false,"is_active":true,"notes":"Requested as Bahasa; stored as locale code id."}
# locale: {"code":"sw","english_name":"Swahili","native_name":"Kiswahili","text_direction":"ltr","fallback_code":"en","is_default":false,"is_active":true,"notes":"Initial Cerulean translation roster."}
"source_locale","aoi_type_short_name","mrgid","source_name","source_checksum","es","fr","pt","pt-br","id","sw"
"en","EEZ","26582","Overlapping claim: Sudan / Egypt","3de90c60f90c5644aa1d0a636bbb7f41","Reclamación superpuesta: Sudán / Egipto","Revendication chevauchante: Soudan / Égypte","Reivindicação sobreposta: Sudão / Egito","Reivindicação sobreposta: Sudão / Egito","Klaim tumpang tindih: Sudan / Mesir","Madai yanayopishana: Sudan / Misri"
"en","EEZ","33185","Overlapping claim: Trinidad and Tobago / Venezuela / Guyana","a71039ae4e0a14f3225686390bfb358d","Reclamación superpuesta: Trinidad y Tobago / Venezuela / Guyana","Revendication chevauchante: Trinité-et-Tobago / Venezuela / Guyana","Reivindicação sobreposta: Trinidad e Tobago / Venezuela / Guiana","Reivindicação sobreposta: Trinidad e Tobago / Venezuela / Guiana","Klaim tumpang tindih: Trinidad dan Tobago / Venezuela / Guyana","Madai yanayopishana: Trinidad na Tobago / Venezuela / Guyana"
"en","EEZ","48965","Overlapping claim: Venezuela / Aruba / Dominican Republic","720488a85390eeaaf5a74ebc4b30405a","Reclamación superpuesta: Venezuela / Aruba / la República Dominicana","Revendication chevauchante: Venezuela / Aruba / la République dominicaine","Reivindicação sobreposta: Venezuela / Aruba / a República Dominicana","Reivindicação sobreposta: Venezuela / Aruba / a República Dominicana","Klaim tumpang tindih: Venezuela / Aruba / Republik Dominika","Madai yanayopishana: Venezuela / Aruba / Jamhuri ya Dominika"
"en","EEZ","48971","Overlapping claim: Venezuela / Colombia / Dominican Republic","4301840f5f4524d71fa2bb49fd99dc17","Reclamación superpuesta: Venezuela / Colombia / la República Dominicana","Revendication chevauchante: Venezuela / Colombie / la République dominicaine","Reivindicação sobreposta: Venezuela / Colômbia / a República Dominicana","Reivindicação sobreposta: Venezuela / Colômbia / a República Dominicana","Klaim tumpang tindih: Venezuela / Kolombia / Republik Dominika","Madai yanayopishana: Venezuela / Kolombia / Jamhuri ya Dominika"
"en","EEZ","8359","Pakistani Exclusive Economic Zone","6931c79775fe65a7b65ff15f9986fc4d","Zona Económica Exclusiva de Pakistán","Zone économique exclusive de Pakistan","Zona Económica Exclusiva de Paquistão","Zona Econômica Exclusiva de Paquistão","Zona Ekonomi Eksklusif Pakistan","Eneo la Kiuchumi la Kipekee la Pakistan"
"en","EEZ","8315","Palau Exclusive Economic Zone","fbe01e4c6f787222d9b63b3a23006d5e","Zona Económica Exclusiva de Palaos","Zone économique exclusive de Palaos","Zona Económica Exclusiva de Palau","Zona Econômica Exclusiva de Palau","Zona Ekonomi Eksklusif Palau","Eneo la Kiuchumi la Kipekee la Palau"
"en","EEZ","48953","Palestinian Exclusive Economic Zone","7ccba539b8c88daebf149bee6a8026c3","Zona Económica Exclusiva de Palestina","Zone économique exclusive de Palestine","Zona Económica Exclusiva de Palestina","Zona Econômica Exclusiva de Palestina","Zona Ekonomi Eksklusif Palestina","Eneo la Kiuchumi la Kipekee la Palestina"
"en","EEZ","8443","Palmyra Atoll Exclusive Economic Zone","6c2fad4d3616bfd7e7ad9eebb3513cb4","Zona Económica Exclusiva del atolón Palmyra","Zone économique exclusive de l'atoll Palmyra","Zona Económica Exclusiva do atol Palmyra","Zona Econômica Exclusiva do atol Palmyra","Zona Ekonomi Eksklusif Atol Palmyra","Eneo la Kiuchumi la Kipekee la Kisiwa cha Palmyra"
"en","EEZ","8423","Panamanian Exclusive Economic Zone","017a5c9da8d93945d076db5d9dad7e21","Zona Económica Exclusiva de Panamá","Zone économique exclusive de Panama","Zona Económica Exclusiva de Panamá","Zona Econômica Exclusiva de Panamá","Zona Ekonomi Eksklusif Panama","Eneo la Kiuchumi la Kipekee la Panama"
"en","EEZ","8324","Papua New Guinean Exclusive Economic Zone","13827b1d28379e23599e0e12ed38041a","Zona Económica Exclusiva de Papúa Nueva Guinea","Zone économique exclusive de Papouasie-Nouvelle-Guinée","Zona Económica Exclusiva de Papua-Nova Guiné","Zona Econômica Exclusiva de Papua-Nova Guiné","Zona Ekonomi Eksklusif Papua Nugini","Eneo la Kiuchumi la Kipekee la Papua Guinea Mpya"
"en","EEZ","8432","Peruvian Exclusive Economic Zone","3dbb1c1c3c242d6a5ac7dc7adce24703","Zona Económica Exclusiva de Perú","Zone économique exclusive de Pérou","Zona Económica Exclusiva de Peru","Zona Econômica Exclusiva de Peru","Zona Ekonomi Eksklusif Peru","Eneo la Kiuchumi la Kipekee la Peru"
"en","EEZ","8322","Philippines Exclusive Economic Zone","d74a592d6ee4c0c68177e604fe42ec82","Zona Económica Exclusiva de Filipinas","Zone économique exclusive de Philippines","Zona Económica Exclusiva de Filipinas","Zona Econômica Exclusiva de Filipinas","Zona Ekonomi Eksklusif Filipina","Eneo la Kiuchumi la Kipekee la Ufilipino"
"en","EEZ","8439","Pitcairn Islands Exclusive Economic Zone","8cc836def7327217a7e612ac9e23bdd7","Zona Económica Exclusiva de Pitcairn","Zone économique exclusive de Pitcairn","Zona Económica Exclusiva de Pitcairn","Zona Econômica Exclusiva de Pitcairn","Zona Ekonomi Eksklusif Pitcairn","Eneo la Kiuchumi la Kipekee la Pitcairn"
"en","EEZ","5687","Polish Exclusive Economic Zone","aa992cc01c4f8cb8a39bdb80be420401","Zona Económica Exclusiva de Polonia","Zone économique exclusive de Pologne","Zona Económica Exclusiva de Polónia","Zona Econômica Exclusiva de Polónia","Zona Ekonomi Eksklusif Polandia","Eneo la Kiuchumi la Kipekee la Poland"
"en","EEZ","5688","Portuguese Exclusive Economic Zone","f393d6e691eeb521fb4dd0820e6f8d23","Zona Económica Exclusiva de Portugal","Zone économique exclusive de Portugal","Zona Económica Exclusiva de Portugal","Zona Econômica Exclusiva de Portugal","Zona Ekonomi Eksklusif Portugal","Eneo la Kiuchumi la Kipekee la Ureno"
"en","EEZ","8361","Portuguese Exclusive Economic Zone (Azores)","0f3b71f74d7a0784d5e9447d381b5c43","Zona Económica Exclusiva de Azores","Zone économique exclusive d'Açores","Zona Económica Exclusiva de Açores","Zona Econômica Exclusiva de Açores","Zona Ekonomi Eksklusif Azores","Eneo la Kiuchumi la Kipekee la Azori"
"en","EEZ","8363","Portuguese Exclusive Economic Zone (Madeira)","73175c0bb8c35add33da6ae2d4c424a0","Zona Económica Exclusiva de Madeira","Zone économique exclusive de Madeira","Zona Económica Exclusiva de Madeira","Zona Econômica Exclusiva de Madeira","Zona Ekonomi Eksklusif Madeira","Eneo la Kiuchumi la Kipekee la Madeira"
"en","EEZ","21798","Protected Zone established under the Torres Strait Treaty","f892b12295ef5c7e3327aac1bd3be624","Zona protegida establecida en virtud del Tratado del Estrecho de Torres","Zone protégée établie en vertu du traité du détroit de Torres","Zona protegida estabelecida ao abrigo do Tratado do Estreito de Torres","Zona protegida estabelecida nos termos do Tratado do Estreito de Torres","Zona lindung yang ditetapkan berdasarkan Perjanjian Selat Torres","Eneo lililolindwa lililoanzishwa chini ya Mkataba wa Mlango wa Torres"
"en","EEZ","33179","Puerto Rican Exclusive Economic Zone","d21096c885b4e41ef8b5461db934437d","Zona Económica Exclusiva de Puerto Rico","Zone économique exclusive de Porto Rico","Zona Económica Exclusiva de Porto Rico","Zona Econômica Exclusiva de Porto Rico","Zona Ekonomi Eksklusif Puerto Riko","Eneo la Kiuchumi la Kipekee la Puerto Rico"
"en","EEZ","8468","Qatari Exclusive Economic Zone","5c934e7a0e70df0b017b0a2a70b58f95","Zona Económica Exclusiva de Catar","Zone économique exclusive de Qatar","Zona Económica Exclusiva de Catar","Zona Econômica Exclusiva de Catar","Zona Ekonomi Eksklusif Qatar","Eneo la Kiuchumi la Kipekee la Qatar"
"en","EEZ","5689","Romanian Exclusive economic Zone","38c1107e35472cccd6b66d8cd2029393","Zona Económica Exclusiva de Rumania","Zone économique exclusive de Roumanie","Zona Económica Exclusiva de Roménia","Zona Econômica Exclusiva de Roménia","Zona Ekonomi Eksklusif Rumania","Eneo la Kiuchumi la Kipekee la Romania"
"en","EEZ","5690","Russian Exclusive economic Zone","1903258a6859e45ae7ae6b16933e6c9c","Zona Económica Exclusiva de Rusia","Zone économique exclusive de Russie","Zona Económica Exclusiva de Rússia","Zona Econômica Exclusiva de Rússia","Zona Ekonomi Eksklusif Rusia","Eneo la Kiuchumi la Kipekee la Urusi"
"en","EEZ","8338","Réunion Exclusive Economic Zone","7dd067eb3e2b6fe32f57fc7afde9cf81","Zona Económica Exclusiva de Reunión","Zone économique exclusive de La Réunion","Zona Económica Exclusiva de Reunião","Zona Econômica Exclusiva de Reunião","Zona Ekonomi Eksklusif Réunion","Eneo la Kiuchumi la Kipekee la Réunion"
"en","EEZ","26518","Saba Exclusive Economic Zone","284b37b18cb46940a1affb7968ef6034","Zona Económica Exclusiva de Saba","Zone économique exclusive de Saba","Zona Económica Exclusiva de Saba","Zona Econômica Exclusiva de Saba","Zona Ekonomi Eksklusif Saba","Eneo la Kiuchumi la Kipekee la Saba"
"en","EEZ","8413","Saint Kitts and Nevis Exclusive Economic Zone","a88794a8fb5a8335105b42a68c6e9544","Zona Económica Exclusiva de San Cristóbal y Nieves","Zone économique exclusive de Saint-Christophe-et-Niévès","Zona Económica Exclusiva de São Cristóvão e Neves","Zona Econômica Exclusiva de São Cristóvão e Neves","Zona Ekonomi Eksklusif Saint Kitts dan Nevis","Eneo la Kiuchumi la Kipekee la Saint Kitts na Nevis"
"en","EEZ","8416","Saint Lucia Exclusive Economic Zone","b4550635d6dd2e5b5da42c72cc0099ce","Zona Económica Exclusiva de Santa Lucía","Zone économique exclusive de Sainte-Lucie","Zona Económica Exclusiva de Santa Lúcia","Zona Econômica Exclusiva de Santa Lúcia","Zona Ekonomi Eksklusif Saint Lucia","Eneo la Kiuchumi la Kipekee la Saint Lucia"
"en","EEZ","8421","Saint Vincent and the Grenadines Exclusive Economic Zone","fe6c1b4b971dcc729ea27abd8af870d1","Zona Económica Exclusiva de San Vicente y las Granadinas","Zone économique exclusive de Saint-Vincent-et-les-Grenadines","Zona Económica Exclusiva de São Vicente e Granadinas","Zona Econômica Exclusiva de São Vicente e Granadinas","Zona Ekonomi Eksklusif Saint Vincent dan Grenadines","Eneo la Kiuchumi la Kipekee la Saint Vincent na Grenadini"
"en","EEZ","48952","Saint-Barthélemy Exclusive Economic Zone","c85670e7c317e5c28d3c9850cc6c23f5","Zona Económica Exclusiva de San Bartolomé","Zone économique exclusive de Saint-Barthélemy","Zona Económica Exclusiva de São Bartolomeu","Zona Econômica Exclusiva de São Bartolomeu","Zona Ekonomi Eksklusif Saint-Barthélemy","Eneo la Kiuchumi la Kipekee la Saint-Barthélemy"
"en","EEZ","8495","Saint-Martin Exclusive Economic Zone","0fddae8494c7a8df9ac893b36842abd1","Zona Económica Exclusiva de San Martín","Zone économique exclusive de Saint-Martin","Zona Económica Exclusiva de São Martinho","Zona Econômica Exclusiva de São Martinho","Zona Ekonomi Eksklusif Saint-Martin","Eneo la Kiuchumi la Kipekee la Saint-Martin"
"en","EEZ","8494","Saint-Pierre and Miquelon Exclusive Economic Zone","0f78b772c3ce3bf4004c10d9d130e9d6","Zona Económica Exclusiva de San Pedro y Miquelón","Zone économique exclusive de Saint-Pierre-et-Miquelon","Zona Económica Exclusiva de São Pedro e Miquelão","Zona Econômica Exclusiva de São Pedro e Miquelão","Zona Ekonomi Eksklusif Saint-Pierre dan Miquelon","Eneo la Kiuchumi la Kipekee la Saint-Pierre na Miquelon"
"en","EEZ","8445","Samoan Exclusive Economic Zone","e321b6694de9d8a90dac7dcd75c7f14f","Zona Económica Exclusiva de Samoa","Zone économique exclusive de Samoa","Zona Económica Exclusiva de Samoa","Zona Econômica Exclusiva de Samoa","Zona Ekonomi Eksklusif Samoa","Eneo la Kiuchumi la Kipekee la Samoa"
"en","EEZ","8397","Sao Tome and Principe Exclusive Economic Zone","b2a43fc546bdb3ea152d42023fafdc7a","Zona Económica Exclusiva de Santo Tomé y Príncipe","Zone économique exclusive de Sao Tomé-et-Principe","Zona Económica Exclusiva de São Tomé e Príncipe","Zona Econômica Exclusiva de São Tomé e Príncipe","Zona Ekonomi Eksklusif Sao Tome dan Principe","Eneo la Kiuchumi la Kipekee la Sao Tome na Principe"
"en","EEZ","8356","Saudi Arabian Exclusive Economic Zone","e828ea91ef6cca828e96421807b74211","Zona Económica Exclusiva de Arabia Saudí","Zone économique exclusive d'Arabie saoudite","Zona Económica Exclusiva de Arábia Saudita","Zona Econômica Exclusiva de Arábia Saudita","Zona Ekonomi Eksklusif Arab Saudi","Eneo la Kiuchumi la Kipekee la Saudia"
"en","EEZ","8371","Senegalese Exclusive Economic Zone","941036a22e16beb730b690c5bf6fc13a","Zona Económica Exclusiva de Senegal","Zone économique exclusive de Sénégal","Zona Económica Exclusiva de Senegal","Zona Econômica Exclusiva de Senegal","Zona Ekonomi Eksklusif Senegal","Eneo la Kiuchumi la Kipekee la Senegal"
"en","EEZ","8337","Seychellois Exclusive Economic Zone","96f0d436e226052e17f4e2a1bf47f942","Zona Económica Exclusiva de Seychelles","Zone économique exclusive de Seychelles","Zona Económica Exclusiva de Seychelles","Zona Econômica Exclusiva de Seychelles","Zona Ekonomi Eksklusif Seychelles","Eneo la Kiuchumi la Kipekee la Shelisheli"
"en","EEZ","8390","Sierra Leonian Exclusive Economic Zone","2ec7e70c2a1efbe387703ebd713f619d","Zona Económica Exclusiva de Sierra Leona","Zone économique exclusive de Sierra Leone","Zona Económica Exclusiva de Serra Leoa","Zona Econômica Exclusiva de Serra Leoa","Zona Ekonomi Eksklusif Sierra Leone","Eneo la Kiuchumi la Kipekee la Sierra Leone"
"en","EEZ","8485","Singaporean Exclusive Economic Zone","322520ff67e78e9ae4f8cf90c518a364","Zona Económica Exclusiva de Singapur","Zone économique exclusive de Singapour","Zona Económica Exclusiva de Singapura","Zona Econômica Exclusiva de Singapura","Zona Ekonomi Eksklusif Singapura","Eneo la Kiuchumi la Kipekee la Singapuri"
"en","EEZ","26526","Sint-Eustatius Exclusive Economic Zone","3c74f322dff87eabece73ae7fa572642","Zona Económica Exclusiva de San Eustaquio","Zone économique exclusive de Saint-Eustache","Zona Económica Exclusiva de Santo Eustáquio","Zona Econômica Exclusiva de Santo Eustáquio","Zona Ekonomi Eksklusif Sint Eustatius","Eneo la Kiuchumi la Kipekee la Sint Eustatius"
"en","EEZ","21803","Sint-Maarten Exclusive Economic Zone","eae5b82ee41213bcb97af515c2b5cec2","Zona Económica Exclusiva de Sint Maarten","Zone économique exclusive de Saint-Martin néerlandais","Zona Económica Exclusiva de São Martinho neerlandês","Zona Econômica Exclusiva de São Martinho neerlandês","Zona Ekonomi Eksklusif Sint Maarten","Eneo la Kiuchumi la Kipekee la Sint Maarten"
"en","EEZ","5692","Slovenian Exclusive Economic Zone","73525cd2773f2f166c3beb89facf31f2","Zona Económica Exclusiva de Eslovenia","Zone économique exclusive de Slovénie","Zona Económica Exclusiva de Eslovénia","Zona Econômica Exclusiva de Eslovénia","Zona Ekonomi Eksklusif Slovenia","Eneo la Kiuchumi la Kipekee la Slovenia"
"en","EEZ","8314","Solomon Islands Exclusive Economic Zone","aa05d26fbbc9c22f69f4dcb1f0367d2a","Zona Económica Exclusiva de las Islas Salomón","Zone économique exclusive des Îles Salomon","Zona Económica Exclusiva das Ilhas Salomão","Zona Econômica Exclusiva das Ilhas Salomão","Zona Ekonomi Eksklusif Kepulauan Solomon","Eneo la Kiuchumi la Kipekee la Visiwa vya Solomon"
"en","EEZ","8350","Somali Exclusive Economic Zone","11d7e49e1bca7d50e5725fb46c0f36b2","Zona Económica Exclusiva de Somalia","Zone économique exclusive de Somalie","Zona Económica Exclusiva de Somália","Zona Econômica Exclusiva de Somália","Zona Ekonomi Eksklusif Somalia","Eneo la Kiuchumi la Kipekee la Somalia"
"en","EEZ","8396","South African Exclusive Economic Zone","2e97b9d7594e8112773232a4b0ff5028","Zona Económica Exclusiva de Sudáfrica","Zone économique exclusive d'Afrique du Sud","Zona Económica Exclusiva de África do Sul","Zona Econômica Exclusiva de África do Sul","Zona Ekonomi Eksklusif Afrika Selatan","Eneo la Kiuchumi la Kipekee la Afrika Kusini"
"en","EEZ","8384","South African Exclusive Economic Zone (Prince Edward Islands)","39671f7f0b16f2c7b4b0ab0bea5d74ab","Zona Económica Exclusiva de las islas del Príncipe Eduardo","Zone économique exclusive des îles du Prince-Édouard","Zona Económica Exclusiva das ilhas do Príncipe Eduardo","Zona Econômica Exclusiva das ilhas do Príncipe Eduardo","Zona Ekonomi Eksklusif Kepulauan Prince Edward","Eneo la Kiuchumi la Kipekee la Visiwa vya Prince Edward"
"en","EEZ","8327","South Korean Exclusive Economic Zone","32e510c9e8213ae38e567c03acef4e8c","Zona Económica Exclusiva de Corea del Sur","Zone économique exclusive de Corée du Sud","Zona Económica Exclusiva de Coreia do Sul","Zona Econômica Exclusiva de Coreia do Sul","Zona Ekonomi Eksklusif Korea Selatan","Eneo la Kiuchumi la Kipekee la Korea Kusini"
"en","EEZ","5693","Spanish Exclusive Economic Zone","0b05e7498da51b59016522f51b140a42","Zona Económica Exclusiva de España","Zone économique exclusive d'Espagne","Zona Económica Exclusiva de Espanha","Zona Econômica Exclusiva de Espanha","Zona Ekonomi Eksklusif Spanyol","Eneo la Kiuchumi la Kipekee la Uhispania"
"en","EEZ","8364","Spanish Exclusive Economic Zone (Canary Islands)","c26ac50df103ab2f4fc615b8ced1f843","Zona Económica Exclusiva de las islas Canarias","Zone économique exclusive des îles Canaries","Zona Económica Exclusiva das ilhas Canárias","Zona Econômica Exclusiva das ilhas Canárias","Zona Ekonomi Eksklusif Kepulauan Canaria","Eneo la Kiuchumi la Kipekee la Visiwa vya Kanari"
"en","EEZ","8346","Sri Lankan Exclusive Economic Zone","8e46f40ba579e70f6a26932267f63cc8","Zona Económica Exclusiva de Sri Lanka","Zone économique exclusive de Sri Lanka","Zona Económica Exclusiva de Sri Lanka","Zona Econômica Exclusiva de Sri Lanka","Zona Ekonomi Eksklusif Sri Lanka","Eneo la Kiuchumi la Kipekee la Sri Lanka"
"en","EEZ","8380","St. Helena Exclusive Economic Zone","8234bbb25f7fd0e5bbf9fd283ed8a92d","Zona Económica Exclusiva de Santa Elena","Zone économique exclusive de Sainte-Hélène","Zona Económica Exclusiva de Santa Helena","Zona Econômica Exclusiva de Santa Helena","Zona Ekonomi Eksklusif Saint Helena","Eneo la Kiuchumi la Kipekee la Saint Helena"
"en","EEZ","8355","Sudanese Exclusive Economic Zone","840805d3bdef6ae42b4b19e25c6446b4","Zona Económica Exclusiva de Sudán","Zone économique exclusive de Soudan","Zona Económica Exclusiva de Sudão","Zona Econômica Exclusiva de Sudão","Zona Ekonomi Eksklusif Sudan","Eneo la Kiuchumi la Kipekee la Sudan"
"en","EEZ","8461","Surinamese Exclusive Economic Zone","7fbfef1c54cd6ab1b5335ed9755c4d82","Zona Económica Exclusiva de Surinam","Zone économique exclusive de Suriname","Zona Económica Exclusiva de Suriname","Zona Econômica Exclusiva de Suriname","Zona Ekonomi Eksklusif Suriname","Eneo la Kiuchumi la Kipekee la Surinam"
"en","EEZ","33181","Svalbard Exclusive Economic Zone","0395d29aa7472d52885a95d4ac146f07","Zona Económica Exclusiva de Svalbard","Zone économique exclusive de Svalbard","Zona Económica Exclusiva de Svalbard","Zona Econômica Exclusiva de Svalbard","Zona Ekonomi Eksklusif Svalbard","Eneo la Kiuchumi la Kipekee la Svalbard"
"en","EEZ","5694","Swedish Exclusive Economic Zone","a9f897b536afb7cc43fa12ae1528a514","Zona Económica Exclusiva de Suecia","Zone économique exclusive de Suède","Zona Económica Exclusiva de Suécia","Zona Econômica Exclusiva de Suécia","Zona Ekonomi Eksklusif Swedia","Eneo la Kiuchumi la Kipekee la Uswidi"
"en","EEZ","8373","Syrian Exclusive Economic Zone","3606ee2ec259b0a5a94af9b3d85cb40a","Zona Económica Exclusiva de Siria","Zone économique exclusive de Syrie","Zona Económica Exclusiva de Síria","Zona Econômica Exclusiva de Síria","Zona Ekonomi Eksklusif Suriah","Eneo la Kiuchumi la Kipekee la Syria"
"en","EEZ","8321","Taiwanese Exclusive Economic Zone","878a107ccea41a0bec44121c0e4a53c6","Zona Económica Exclusiva de Taiwán","Zone économique exclusive de Taïwan","Zona Económica Exclusiva de Taiwan","Zona Econômica Exclusiva de Taiwan","Zona Ekonomi Eksklusif Taiwan","Eneo la Kiuchumi la Kipekee la Taiwan"
"en","EEZ","8479","Tanzanian Exclusive Economic Zone","5954ea9f085dff60b1a5f670fbffede7","Zona Económica Exclusiva de Tanzania","Zone économique exclusive de Tanzanie","Zona Económica Exclusiva de Tanzânia","Zona Econômica Exclusiva de Tanzânia","Zona Ekonomi Eksklusif Tanzania","Eneo la Kiuchumi la Kipekee la Tanzania"
"en","EEZ","8332","Thailand Exclusive Economic Zone","a316a327ff9ee4d627309eefe0e56eed","Zona Económica Exclusiva de Tailandia","Zone économique exclusive de Thaïlande","Zona Económica Exclusiva de Tailândia","Zona Econômica Exclusiva de Tailândia","Zona Ekonomi Eksklusif Thailand","Eneo la Kiuchumi la Kipekee la Uthai"
"en","EEZ","8392","Togolese Exclusive Economic Zone","51d32ef8f1605572856833001be13a45","Zona Económica Exclusiva de Togo","Zone économique exclusive de Togo","Zona Económica Exclusiva de Togo","Zona Econômica Exclusiva de Togo","Zona Ekonomi Eksklusif Togo","Eneo la Kiuchumi la Kipekee la Togo"
"en","EEZ","8449","Tokelau Exclusive Economic Zone","fc848833ab01e704553f9f7e474697c6","Zona Económica Exclusiva de Tokelau","Zone économique exclusive de Tokelau","Zona Económica Exclusiva de Toquelau","Zona Econômica Exclusiva de Toquelau","Zona Ekonomi Eksklusif Tokelau","Eneo la Kiuchumi la Kipekee la Tokelau"
"en","EEZ","8448","Tongan Exclusive Economic Zone","3c4b0b1d62f7447a6955753190b5b79d","Zona Económica Exclusiva de Tonga","Zone économique exclusive de Tonga","Zona Económica Exclusiva de Tonga","Zona Econômica Exclusiva de Tonga","Zona Ekonomi Eksklusif Tonga","Eneo la Kiuchumi la Kipekee la Tonga"
"en","EEZ","8420","Trinidad and Tobago Exclusive Economic Zone","59d19317964ed32078aef83d164ad8b2","Zona Económica Exclusiva de Trinidad y Tobago","Zone économique exclusive de Trinité-et-Tobago","Zona Económica Exclusiva de Trinidad e Tobago","Zona Econômica Exclusiva de Trinidad e Tobago","Zona Ekonomi Eksklusif Trinidad dan Tobago","Eneo la Kiuchumi la Kipekee la Trinidad na Tobago"
"en","EEZ","8382","Tristan Da Cunha Exclusive Economic Zone","856ca465e18c15114fedd40041d8a7d2","Zona Económica Exclusiva de Tristán de Acuña","Zone économique exclusive de Tristan da Cunha","Zona Económica Exclusiva de Tristão da Cunha","Zona Econômica Exclusiva de Tristão da Cunha","Zona Ekonomi Eksklusif Tristan da Cunha","Eneo la Kiuchumi la Kipekee la Tristan da Cunha"
"en","EEZ","8366","Tunisian Exclusive Economic Zone","1f70427f37ab9aa323c5c8d053c97523","Zona Económica Exclusiva de Túnez","Zone économique exclusive de Tunisie","Zona Económica Exclusiva de Tunísia","Zona Econômica Exclusiva de Tunísia","Zona Ekonomi Eksklusif Tunisia","Eneo la Kiuchumi la Kipekee la Tunisia"
"en","EEZ","5697","Turkish Exclusive Economic Zone","02c039bf8ddfadde59b0cabd5dcda4eb","Zona Económica Exclusiva de Turquía","Zone économique exclusive de Turquie","Zona Económica Exclusiva de Turquia","Zona Econômica Exclusiva de Turquia","Zona Ekonomi Eksklusif Turki","Eneo la Kiuchumi la Kipekee la Uturuki"
"en","EEZ","26523","Turkmen Exclusive Economic Zone","aa7e637a1a0af28df8ce87dcf93b7a52","Zona Económica Exclusiva de Turkmenistán","Zone économique exclusive de Turkménistan","Zona Económica Exclusiva de Turquemenistão","Zona Econômica Exclusiva de Turquemenistão","Zona Ekonomi Eksklusif Turkmenistan","Eneo la Kiuchumi la Kipekee la Turkmenistan"
"en","EEZ","8405","Turks and Caicos Exclusive Economic Zone","35498d8364f8be71d28071742e23e8a9","Zona Económica Exclusiva de las islas Turcas y Caicos","Zone économique exclusive des îles Turques-et-Caïques","Zona Económica Exclusiva das ilhas Turcas e Caicos","Zona Econômica Exclusiva das ilhas Turcas e Caicos","Zona Ekonomi Eksklusif Kepulauan Turks dan Caicos","Eneo la Kiuchumi la Kipekee la Visiwa vya Turks na Caicos"
"en","EEZ","8326","Tuvaluan Exclusive Economic Zone","0f2cb2f4fc5314ef4487774b4ca16ada","Zona Económica Exclusiva de Tuvalu","Zone économique exclusive de Tuvalu","Zona Económica Exclusiva de Tuvalu","Zona Econômica Exclusiva de Tuvalu","Zona Ekonomi Eksklusif Tuvalu","Eneo la Kiuchumi la Kipekee la Tuvalu"
"en","EEZ","8360","United Arab Emirates Exclusive Economic Zone","eabadbb629ce4b56ed3e8c2043eb2960","Zona Económica Exclusiva de Emiratos Árabes Unidos","Zone économique exclusive d'Émirats arabes unis","Zona Económica Exclusiva de Emirados Árabes Unidos","Zona Econômica Exclusiva de Emirados Árabes Unidos","Zona Ekonomi Eksklusif Uni Emirat Arab","Eneo la Kiuchumi la Kipekee la Falme za Kiarabu"
"en","EEZ","5696","United Kingdom Exclusive Economic Zone","09df48103d3614c4205720eb5f8861c9","Zona Económica Exclusiva de Reino Unido","Zone économique exclusive de Royaume-Uni","Zona Económica Exclusiva de Reino Unido","Zona Econômica Exclusiva de Reino Unido","Zona Ekonomi Eksklusif Britania Raya","Eneo la Kiuchumi la Kipekee la Uingereza"
"en","EEZ","8456","United States Exclusive Economic Zone","25314b72d64aa2c82726a32195f4a3d0","Zona Económica Exclusiva de Estados Unidos","Zone économique exclusive d'États-Unis","Zona Económica Exclusiva de Estados Unidos","Zona Econômica Exclusiva de Estados Unidos","Zona Ekonomi Eksklusif Amerika Serikat","Eneo la Kiuchumi la Kipekee la Marekani"
"en","EEZ","8463","United States Exclusive Economic Zone (Alaska)","21ce0985fae0c96a8d5fe189e000be3e","Zona Económica Exclusiva de Alaska","Zone économique exclusive d'Alaska","Zona Económica Exclusiva de Alasca","Zona Econômica Exclusiva de Alasca","Zona Ekonomi Eksklusif Alaska","Eneo la Kiuchumi la Kipekee la Alaska"
